Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
C-Myb transcription factor network	2/85	0.24172060576102875	0.3486609834468952	0	0	2.1671342905870055	3.077271619689967	CDKN1A;SND1
NOD signaling pathway	2/85	0.24172060576102875	0.3486609834468952	0	0	2.1671342905870055	3.077271619689967	TRAF6;RAC1
TGF-beta regulation of skeletal system development	2/85	0.24172060576102875	0.3486609834468952	0	0	2.1671342905870055	3.077271619689967	PPP2CB;BMPR1A
Ghrelin pathway	1/25	0.2426689085490451	0.348753677313655	0	0	3.741477272727273	5.29814613362905	SREBF1
TPO signaling pathway	1/25	0.2426689085490451	0.348753677313655	0	0	3.741477272727273	5.29814613362905	MAP2K1
Glycerophospholipid biosynthesis	2/86	0.24580988549453303	0.35198548031794297	0	0	2.141226353555121	3.0045621066164303	PLD3;CDS2
mRNA stability regulation by proteins that bind AU-rich elements	2/86	0.24580988549453303	0.35198548031794297	0	0	2.141226353555121	3.0045621066164303	PSMD8;YWHAZ
ALK1 pathway	1/26	0.25104787854432026	0.35561360174410894	0	0	3.5916363636363635	4.964042305832626	CSNK2B
ERBB2 role in signal transduction and oncology	1/26	0.25104787854432026	0.35561360174410894	0	0	3.5916363636363635	4.964042305832626	MAP2K1
Integrin family cell surface interactions	1/26	0.25104787854432026	0.35561360174410894	0	0	3.5916363636363635	4.964042305832626	ITGB5
PGC-1a regulation	1/26	0.25104787854432026	0.35561360174410894	0	0	3.5916363636363635	4.964042305832626	CALM1
RXR/VDR pathway	1/26	0.25104787854432026	0.35561360174410894	0	0	3.5916363636363635	4.964042305832626	SREBF1
TGF-beta signaling in development	1/26	0.25104787854432026	0.35561360174410894	0	0	3.5916363636363635	4.964042305832626	BMPR1A
Androgen receptor signaling, proteolysis, and transcription regulation	2/88	0.25399571823644923	0.3585020065984945	0	0	2.0912180099819477	2.8658843541394474	CDKN1A;RAC1
Hematopoietic cell lineage	2/88	0.25399571823644923	0.3585020065984945	0	0	2.0912180099819477	2.8658843541394474	TFRC;IL2RA
Prostate cancer	2/89	0.25809117453248437	0.3596045128581245	0	0	2.067076051015588	2.7997353789492645	CDKN1A;MAP2K1
Salivary secretion	2/89	0.25809117453248437	0.3596045128581245	0	0	2.067076051015588	2.7997353789492645	GNAS;CALM1
Cell cycle: G2/M checkpoint	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	CDKN1A
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	TUBB6
ERK5 role in neuronal survival pathway	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	MAP2K1
Glucuronidation	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	PGM2
Kinesins	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	KIF23
Proteins and DNA sequences in cardicac structures	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	NFATC2
RORA activates circadian expression	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	SREBF1
VEGFR1 pathway	1/27	0.25933455996992755	0.3596045128581245	0	0	3.4533216783216782	4.660728339335265	VEGFA
MAPK signaling pathway	5/314	0.26747213831613154	0.36646031623206976	0	0	1.4585580726357426	1.9234586887808847	MAP2K1;DUSP3;TRAF6;NFATC2;RAC1
Cell cycle: G1/S checkpoint	1/28	0.2675299647017391	0.36646031623206976	0	0	3.3252525252525253	4.384424267496055	CDKN1A
G-protein activation	1/28	0.2675299647017391	0.36646031623206976	0	0	3.3252525252525253	4.384424267496055	GNB1
G-protein beta-gamma signalling	1/28	0.2675299647017391	0.36646031623206976	0	0	3.3252525252525253	4.384424267496055	GNB1
Interleukin receptor SHC signaling	1/28	0.2675299647017391	0.36646031623206976	0	0	3.3252525252525253	4.384424267496055	IL2RA
Nef in HIV-1 replication and disease pathogenesis	1/28	0.2675299647017391	0.36646031623206976	0	0	3.3252525252525253	4.384424267496055	RAC1
TGF-beta receptor activation of SMADs	1/28	0.2675299647017391	0.36646031623206976	0	0	3.3252525252525253	4.384424267496055	STRAP
Extracellular matrix organization	2/93	0.2744776796742196	0.37048737455043235	0	0	1.9758141401977019	2.5545011245730667	P4HB;PPIB
Adherens junction actin cytoskeletal organization	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	CTNNA1
Amine compound SLC transporters	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	SLC6A6
BARD1 signaling events	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	RBBP8
CDO in myogenesis	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	CTNNA1
IGF1 pathway	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	YWHAZ
Inhibition of insulin secretion by adrenaline/noradrenaline	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	GNB1
Matrix metalloproteinases	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	BSG
Sema4D in semaphorin signaling	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	RAC1
Thyroid cancer	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	MAP2K1
Transferrin endocytosis and recycling	1/29	0.27563509361356625	0.37048737455043235	0	0	3.2063311688311686	4.131926554688627	TFRC
Innate immune system	5/319	0.2780183762432126	0.3725680071261544	0	0	1.4349640245340882	1.836851623495349	PPP2CB;MAP2K1;DUSP3;TRAF6;PLCG2
Protein processing in the endoplasmic reticulum	3/166	0.278127447651844	0.3725680071261544	0	0	1.6561040130579163	2.1192762701138457	NPLOC4;P4HB;RAD23B
Apoptosis	4/242	0.27934637986191463	0.3735665995102553	0	0	1.5134569957015065	1.9301158872544317	PSMD8;GZMB;VIM;LMNB1
Class B GPCRs (secretin family receptors)	2/95	0.28266674172790957	0.3736236878489813	0	0	1.9331271173957874	2.442480337114819	GNB1;GNAS
Transport of inorganic cations/anions and amino acids/oligopeptides	2/95	0.28266674172790957	0.3736236878489813	0	0	1.9331271173957874	2.442480337114819	SLC7A5;SLC6A6
Activation of the pre-replicative complex	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	DBF4
Apoptosis intrinsic pathway	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	GZMB
Butanoate metabolism	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	HMGCS1
Interleukin-2/STAT5 pathway	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	IL2RA
PDGFA signaling pathway	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	MAP2K1
TNFR1 signaling pathway	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	LMNB1
TRAF6-mediated IRF7 activation	1/30	0.283650936655944	0.3736236878489813	0	0	3.095611285266458	3.900503940118756	TRAF6
M phase pathway	2/96	0.28675855148137913	0.37708749519801354	0	0	1.9124647818906053	2.388887874849844	PPP2CB;KIF23
Axon guidance	5/325	0.2907836127538908	0.37838061708483817	0	0	1.4076244212962963	1.7386637434207737	ENAH;MAP2K1;CSNK2B;NFATC2;RAC1
Interferon-gamma signaling pathway	2/97	0.2908479376497841	0.37838061708483817	0	0	1.8922374429223745	2.336827522554876	MAP2K1;CISH
Alpha-V beta-3 integrin/OPN pathway	1/31	0.2915784729880629	0.37838061708483817	0	0	2.992272727272727	3.687814868856789	RAC1
CD28 co-stimulation	1/31	0.2915784729880629	0.37838061708483817	0	0	2.992272727272727	3.687814868856789	RAC1
CD40/CD40L signaling	1/31	0.2915784729880629	0.37838061708483817	0	0	2.992272727272727	3.687814868856789	TRAF6
Inwardly rectifying potassium channels	1/31	0.2915784729880629	0.37838061708483817	0	0	2.992272727272727	3.687814868856789	GNB1
Prostaglandin biosynthesis and regulation	1/31	0.2915784729880629	0.37838061708483817	0	0	2.992272727272727	3.687814868856789	ANXA2
Signal amplification	1/31	0.2915784729880629	0.37838061708483817	0	0	2.992272727272727	3.687814868856789	GNB1
Downstream signaling events Of B cell receptor (BCR)	2/98	0.2949344558498092	0.38210720142118143	0	0	1.8724315068493151	2.2862428598061717	PSMD8;CDKN1A
Granule cell survival pathway	2/99	0.2990176718353082	0.38413224626857306	0	0	1.8530339405921952	2.237080050469169	MAP2K1;PLCG2
Glycine, serine and threonine metabolism	1/32	0.2994186710458459	0.38413224626857306	0	0	2.8956011730205278	3.4918414972469716	GLDC
Hypothetical network for drug addiction	1/32	0.2994186710458459	0.38413224626857306	0	0	2.8956011730205278	3.4918414972469716	MAP2K1
Serotonin HTR1 group and FOS pathway	1/32	0.2994186710458459	0.38413224626857306	0	0	2.8956011730205278	3.4918414972469716	MAP2K1
Sphingolipid de novo biosynthesis	1/32	0.2994186710458459	0.38413224626857306	0	0	2.8956011730205278	3.4918414972469716	DEGS1
Syndecan 4 pathway	1/32	0.2994186710458459	0.38413224626857306	0	0	2.8956011730205278	3.4918414972469716	RAC1
E2F-mediated regulation of DNA replication	1/33	0.30717248875127184	0.39027231829098835	0	0	2.804971590909091	3.3108365390126924	PPP2CB
Global genomic nucleotide excision repair (GG-NER)	1/33	0.30717248875127184	0.39027231829098835	0	0	2.804971590909091	3.3108365390126924	RAD23B
PIP biosynthesis at the plasma membrane	1/33	0.30717248875127184	0.39027231829098835	0	0	2.804971590909091	3.3108365390126924	MTMR1
Propanoate metabolism	1/33	0.30717248875127184	0.39027231829098835	0	0	2.804971590909091	3.3108365390126924	LDHA
Pancreatic secretion	2/101	0.3071725090731353	0.39027231829098835	0	0	1.8154144181541443	2.14281673000448	GNAS;RAC1
TNF-alpha signaling pathway	2/101	0.3071725090731353	0.39027231829098835	0	0	1.8154144181541443	2.14281673000448	PYGL;RAC1
Calcium signaling pathway	3/178	0.31425600598562714	0.39682020634095194	0	0	1.5415989515072084	1.7844737341664922	PLCG2;GNAS;CALM1
Cysteine and methionine metabolism	1/34	0.3148408734720354	0.39682020634095194	0	0	2.7198347107438017	3.1432801505426573	LDHA
MAPK/TRK pathway	1/34	0.3148408734720354	0.39682020634095194	0	0	2.7198347107438017	3.1432801505426573	MAP2K1
Monoamine transport	1/34	0.3148408734720354	0.39682020634095194	0	0	2.7198347107438017	3.1432801505426573	PPP2CB
TOR signaling	1/34	0.3148408734720354	0.39682020634095194	0	0	2.7198347107438017	3.1432801505426573	RAC1
Developmental biology	6/420	0.3202832841939263	0.40303590307656756	0	0	1.3053589484327603	1.4862156627910434	ENAH;SREBF1;MAP2K1;CSNK2B;CTNNA1;RAC1
Transcription	3/181	0.32331806105842775	0.40569467160936595	0	0	1.515385011854448	1.7110496017256083	CDK9;SNRPB;NELFE
Fibroblast growth factor receptor pathway	2/105	0.32342452274054645	0.40569467160936595	0	0	1.7445582302611162	1.9692390243570908	MAP2K1;PLCG2
Generation of second messenger molecules	1/36	0.32992508212256055	0.4112336331669831	0	0	2.5641558441558443	2.843365938537998	ENAH
PI3K/PLC/TRK pathway	1/36	0.32992508212256055	0.4112336331669831	0	0	2.5641558441558443	2.843365938537998	YWHAZ
Signaling to ERKs	1/36	0.32992508212256055	0.4112336331669831	0	0	2.5641558441558443	2.843365938537998	MAP2K1
Steroid hormone, vitamin A, and vitamin D metabolism	1/36	0.32992508212256055	0.4112336331669831	0	0	2.5641558441558443	2.843365938537998	STARD4
Cytoplasmic ribosomal proteins	2/108	0.3355511114436173	0.41588035849678345	0	0	1.6949254760058585	1.8508263993995813	EIF3C;EIF3D
G alpha i pathway	2/108	0.3355511114436173	0.41588035849678345	0	0	1.6949254760058585	1.8508263993995813	MAP2K1;HBEGF
ALK in cardiac myocytes	1/37	0.33734274960448846	0.41588035849678345	0	0	2.49280303030303	2.7088188819678973	BMPR1A
Activation of NMDA receptor upon glutamate binding and postsynaptic events	1/37	0.33734274960448846	0.41588035849678345	0	0	2.49280303030303	2.7088188819678973	CALM1
Allograft rejection	1/37	0.33734274960448846	0.41588035849678345	0	0	2.49280303030303	2.7088188819678973	GZMB
FRA pathway	1/37	0.33734274960448846	0.41588035849678345	0	0	2.49280303030303	2.7088188819678973	NFATC2
PI3K/AKT activation	1/37	0.33734274960448846	0.41588035849678345	0	0	2.49280303030303	2.7088188819678973	CDKN1A
BMAL1-CLOCK/NPAS2 activates circadian expression	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	NAMPT
EGFR interaction with phospholipase C-gamma	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	CALM1
ERBB4 signaling events	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	HBEGF
Glycosphingolipid metabolism	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	GM2A
RAC1 activity regulation	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	RAC1
Signal transduction through IL-1R	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	TRAF6
Signaling events mediated by HDAC class II	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	GNB1
Signaling of hepatocyte growth factor receptor	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	MAP2K1
Trefoil factor initiation of mucosal healing	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	MAP2K1
p38 alpha/beta MAPK downstream pathway	1/38	0.34467867152311943	0.41838687974114036	0	0	2.4253071253071252	2.5832981381862195	CSNK2B
Chemokine signaling pathway	3/189	0.34747684566724196	0.4211355318455513	0	0	1.4496152707901746	1.5323263278879211	MAP2K1;GNB1;RAC1
S phase	2/112	0.3516186270938456	0.4226418942800734	0	0	1.6329597343295974	1.7067828008847743	PSMD8;CDKN1A
FAS pathway and stress induction of heat shock protein regulation	1/39	0.3519337446666771	0.4226418942800734	0	0	2.3613636363636363	2.46600119998208	LMNB1
FRS2-mediated cascade	1/39	0.3519337446666771	0.4226418942800734	0	0	2.3613636363636363	2.46600119998208	MAP2K1
GAB1 signalosome	1/39	0.3519337446666771	0.4226418942800734	0	0	2.3613636363636363	2.46600119998208	CDKN1A
Iron uptake and transport	1/39	0.3519337446666771	0.4226418942800734	0	0	2.3613636363636363	2.46600119998208	TFRC
Signaling events regulated by Ret tyrosine kinase	1/39	0.3519337446666771	0.4226418942800734	0	0	2.3613636363636363	2.46600119998208	RAC1
Negative regulation of FGFR signaling	1/40	0.3591088560578072	0.4292983142872877	0	0	2.300699300699301	2.3562145219766344	PPP2CB
Nuclear signaling by ErbB4	1/40	0.3591088560578072	0.4292983142872877	0	0	2.300699300699301	2.3562145219766344	HBEGF
PAC1 receptor pathway	1/40	0.3591088560578072	0.4292983142872877	0	0	2.300699300699301	2.3562145219766344	PLCG2
Fas signaling pathway	2/115	0.3635820290295599	0.4339882313227273	0	0	1.5893643673980684	1.6080399438852448	NFATC2;ACTG1
Amino acid metabolism	3/195	0.3655470640463697	0.43448970334595605	0	0	1.403884747706422	1.4128137942751926	PSMD8;OAT;CKB
Graft-versus-host disease	1/41	0.3662048830482393	0.43448970334595605	0	0	2.243068181818182	2.2533017597222154	GZMB
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	1/41	0.3662048830482393	0.43448970334595605	0	0	2.243068181818182	2.2533017597222154	CDK9
Tyrosine metabolism	1/41	0.3662048830482393	0.43448970334595605	0	0	2.243068181818182	2.2533017597222154	MIF
BMP receptor signaling	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	BMPR1A
Fatty acid metabolism	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	ACSL4
Messenger RNA splicing: minor pathway	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	SNRPB
Netrin-1 signaling	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	RAC1
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	VEGFA
TWEAK signaling pathway	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	RAC1
VEGF, hypoxia, and angiogenesis	1/42	0.3732226933394052	0.43820343012617663	0	0	2.188248337028825	2.156693805659375	VEGFA
HIV life cycle	2/118	0.3754617514326654	0.4395242164397226	0	0	1.5480239332388601	1.51644219128667	CDK9;NELFE
p53 activity regulation	2/118	0.3754617514326654	0.4395242164397226	0	0	1.5480239332388601	1.51644219128667	CDKN1A;ZMAT3
Beta-3 integrin cell surface interactions	1/43	0.38016314527475753	0.44110106120850545	0	0	2.136038961038961	2.0658803100760714	VEGFA
Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model	1/43	0.38016314527475753	0.44110106120850545	0	0	2.136038961038961	2.0658803100760714	MAP2K1
Cleavage of growing transcript in the termination region	1/43	0.38016314527475753	0.44110106120850545	0	0	2.136038961038961	2.0658803100760714	SNRPB
G2/M checkpoints	1/43	0.38016314527475753	0.44110106120850545	0	0	2.136038961038961	2.0658803100760714	DBF4
PI3K class IB pathway in neutrophils	1/43	0.38016314527475753	0.44110106120850545	0	0	2.136038961038961	2.0658803100760714	RAC1
Type 1 diabetes mellitus	1/43	0.38016314527475753	0.44110106120850545	0	0	2.136038961038961	2.0658803100760714	GZMB
G alpha s pathway	2/120	0.3833314168705169	0.4435156259720458	0	0	1.5216314526739416	1.4590244526937568	MAP2K1;PYGL
Gene expression	12/968	0.3833683864549242	0.4435156259720458	0	0	1.130487878120558	1.0838653230227964	PSMD8;CDK9;PTBP1;EIF4A3;GARS;ETF1;EEF2;EIF3C;YWHAZ;EIF3D;NELFE;SNRPB
G-protein-mediated events	1/44	0.3870270876969862	0.446439140632927	0	0	2.086257928118393	1.9804024408188328	CALM1
Valine, leucine and isoleucine degradation	1/44	0.3870270876969862	0.446439140632927	0	0	2.086257928118393	1.9804024408188328	HMGCS1
Integrin-linked kinase signaling	1/45	0.39381536020883884	0.45097288708965727	0	0	2.0387396694214877	1.8998466730368608	RAC1
Interleukin-12/STAT4 pathway	1/45	0.39381536020883884	0.45097288708965727	0	0	2.0387396694214877	1.8998466730368608	IL2RA
Interleukin-3 signaling pathway	1/45	0.39381536020883884	0.45097288708965727	0	0	2.0387396694214877	1.8998466730368608	MAP2K1
RhoA signaling pathway	1/45	0.39381536020883884	0.45097288708965727	0	0	2.0387396694214877	1.8998466730368608	VCL
Wnt interactions in lipid metabolism and immune response	1/45	0.39381536020883884	0.45097288708965727	0	0	2.0387396694214877	1.8998466730368608	PLCG2
Gastrin-CREB signaling pathway via PKC and MAPK	3/206	0.398439010931051	0.45552048915348303	0	0	1.3270664798662268	1.2211676882636973	MAP2K1;GNB1;HBEGF
p75 neurotrophin receptor-mediated signaling	2/124	0.3989412648986778	0.45552048915348303	0	0	1.471442473239015	1.3521689335971214	TRAF6;RAC1
Transfer RNA aminoacylation	1/46	0.4005287933471227	0.45667228027583795	0	0	1.9933333333333334	1.8238394456369662	GARS
Factors involved in megakaryocyte development and platelet production	2/125	0.40281537101098824	0.45729687442830175	0	0	1.4594052789842966	1.3270035932370332	KIF23;RAC1
G alpha (s) signaling events	2/125	0.40281537101098824	0.45729687442830175	0	0	1.4594052789842966	1.3270035932370332	GNB1;GNAS
Influenza viral RNA transcription and replication	2/125	0.40281537101098824	0.45729687442830175	0	0	1.4594052789842966	1.3270035932370332	EIF4A3;ETF1
LKB1 signaling events	1/47	0.4071682084429642	0.46091207526757355	0	0	1.9499011857707509	1.7520425487663023	YWHAZ
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	1/47	0.4071682084429642	0.46091207526757355	0	0	1.9499011857707509	1.7520425487663023	TRAF6
HES/HEY pathway	1/48	0.41373441794041776	0.4676740053796413	0	0	1.9083172147001934	1.6841491256967303	RBBP8
Ceramide signaling pathway	1/49	0.4202282253075736	0.47230779169184556	0	0	1.868465909090909	1.6198802002333907	MAP2K1
Deadenylation-dependent mRNA decay	1/49	0.4202282253075736	0.47230779169184556	0	0	1.868465909090909	1.6198802002333907	EIF4A3
Glycerolipid metabolism	1/49	0.4202282253075736	0.47230779169184556	0	0	1.868465909090909	1.6198802002333907	AKR1A1
Interleukin-5 signaling pathway	1/49	0.4202282253075736	0.47230779169184556	0	0	1.868465909090909	1.6198802002333907	MAP2K1
Non-coding RNA metabolism	1/50	0.4266504252883283	0.4781636158416066	0	0	1.8302411873840445	1.5589816483293069	SNRPB
Phosphatidylinositol metabolism	1/50	0.4266504252883283	0.4781636158416066	0	0	1.8302411873840445	1.5589816483293069	MTMR1
Glutathione metabolism	1/51	0.43300180403358635	0.4845935083439711	0	0	1.7935454545454546	1.5012215513950575	PGD
Autoimmune thyroid disease	1/52	0.43928313888826515	0.4881611219476637	0	0	1.758288770053476	1.4463878777263766	GZMB
Drug metabolism: other enzymes	1/52	0.43928313888826515	0.4881611219476637	0	0	1.758288770053476	1.4463878777263766	IMPDH1
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) metabolism	1/52	0.43928313888826515	0.4881611219476637	0	0	1.758288770053476	1.4463878777263766	HPSE
Mitochondrial protein import	1/52	0.43928313888826515	0.4881611219476637	0	0	1.758288770053476	1.4463878777263766	ACO2
Signaling events mediated by stem cell factor receptor (c-Kit)	1/52	0.43928313888826515	0.4881611219476637	0	0	1.758288770053476	1.4463878777263766	MAP2K1
Ubiquitin-mediated proteolysis	2/136	0.4446085495785022	0.4922909130841999	0	0	1.3388536768213726	1.0852226391562865	TRAF6;UBE2A
GABA A and B receptor activation	1/53	0.445495198912698	0.4922909130841999	0	0	1.724388111888112	1.3942864418499368	GNB1
Protein folding	1/53	0.445495198912698	0.4922909130841999	0	0	1.724388111888112	1.3942864418499368	TUBB6
Thrombin signaling through protease-activated receptors	1/53	0.445495198912698	0.4922909130841999	0	0	1.724388111888112	1.3942864418499368	GNB1
Kit receptor signaling pathway	1/54	0.4516387447161736	0.49673411769462167	0	0	1.6917667238421956	1.344739109221068	MAP2K1
Meiotic recombination	1/54	0.4516387447161736	0.49673411769462167	0	0	1.6917667238421956	1.344739109221068	RBBP8
Phospholipase C-mediated cascade	1/54	0.4516387447161736	0.49673411769462167	0	0	1.6917667238421956	1.344739109221068	CALM1
Capped intron-containing pre-mRNA processing	2/138	0.45203434284504224	0.49673411769462167	0	0	1.319030351866774	1.0473063035961128	PTBP1;SNRPB
Signal transduction	12/1020	0.45402454103071377	0.4982272084467777	0	0	1.0692071086807928	0.8442502389979115	CDK9;LAMA5;CDKN1A;MAP2K1;DUSP3;ITGB5;BSG;GNB1;GNAS;CALM1;HBEGF;BMPR1A
Meiotic synapsis	1/55	0.45771452851658767	0.500189422437102	0	0	1.6603535353535352	1.2975822096437397	LMNB1
T cell receptor signaling in naive CD8+ T cells	1/55	0.45771452851658767	0.500189422437102	0	0	1.6603535353535352	1.2975822096437397	TRAF6
TAp63 pathway	1/55	0.45771452851658767	0.500189422437102	0	0	1.6603535353535352	1.2975822096437397	CDKN1A
EGF/EGFR signaling pathway	2/141	0.46306686991430945	0.5053385343878148	0	0	1.2903649682993332	0.9934310953283849	MAP2K1;RAC1
Steroid hormone biosynthesis	1/56	0.46372329433480003	0.5053559105388912	0	0	1.6300826446280992	1.2526651321760212	HSD17B7
Disease	8/674	0.46915309083471873	0.5097198059393482	0	0	1.0778665989933596	0.815757621979964	PSMD8;CDK9;PPP2CB;CDKN1A;MAP2K1;RAC1;CALM1;NELFE
Keratinocyte differentiation	1/57	0.46966577809620547	0.5097198059393482	0	0	1.6008928571428571	1.2098490787262226	MAP2K1
PI3K cascade	1/57	0.46966577809620547	0.5097198059393482	0	0	1.6008928571428571	1.2098490787262226	CDKN1A
Autodegradation of Cdh1 by Cdh1-APC/C	1/58	0.4755427076768976	0.514682025181169	0	0	1.5727272727272728	1.1690059558975447	PSMD8
Nucleotide excision repair	1/58	0.4755427076768976	0.514682025181169	0	0	1.5727272727272728	1.1690059558975447	RAD23B
ATF2 transcription factor network	1/59	0.4813548029988894	0.5195471129495537	0	0	1.5455329153605015	1.1300173873532857	H2AFY
RNA degradation	1/59	0.4813548029988894	0.5195471129495537	0	0	1.5455329153605015	1.1300173873532857	ENO1
Licensing factor removal from origins	1/61	0.492787331021351	0.531160114994325	0	0	1.4938636363636364	1.057173795932998	PSMD8
Proteasome degradation	1/63	0.5039689656697142	0.5424713695953677	0	0	1.4455278592375367	0.9905343614757386	PSMD8
Ubiquitin-mediated degradation of phosphorylated Cdc25A	1/64	0.509467415634565	0.547642766942332	0	0	1.4225108225108225	0.9593261944482614	PSMD8
Destabilization of mRNA by AUF1 (hnRNP D0)	1/66	0.520282950610114	0.5569921954292807	0	0	1.3786013986013985	0.9007540002067298	PSMD8
Retinoblastoma protein regulation	1/66	0.520282950610114	0.5569921954292807	0	0	1.3786013986013985	0.9007540002067298	CDKN1A
Semaphorin interactions	1/66	0.520282950610114	0.5569921954292807	0	0	1.3786013986013985	0.9007540002067298	RAC1
G alpha 13 pathway	1/67	0.5256013615002311	0.5604046948968681	0	0	1.3576446280991736	0.8732536171681206	PLD3
G1 to S cell cycle control	1/67	0.5256013615002311	0.5604046948968681	0	0	1.3576446280991736	0.8732536171681206	CDKN1A
T cell receptor signaling in naive CD4+ T cells	1/67	0.5256013615002311	0.5604046948968681	0	0	1.3576446280991736	0.8732536171681206	TRAF6
Activation of NF-kappaB in B cells	1/68	0.5308610731885759	0.5644870441317875	0	0	1.337313432835821	0.8468603167897024	PSMD8
Messenger RNA splicing: major pathway	1/68	0.5308610731885759	0.5644870441317875	0	0	1.337313432835821	0.8468603167897024	PTBP1
PPAR signaling pathway	1/69	0.536062730623666	0.5692510019677961	0	0	1.3175802139037434	0.8215166522901374	ACSL4
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	3/255	0.5370783120134477	0.5693497342199475	0	0	1.0663499344692005	0.6628552358575398	PSMD8;ITGB5;UBE2A
AP-1 transcription factor network	1/70	0.5412069716919653	0.5693497342199475	0	0	1.2984189723320159	0.7971688736388508	NFATC2
Antiviral mechanism by interferon-stimulated genes	1/70	0.5412069716919653	0.5693497342199475	0	0	1.2984189723320159	0.7971688736388508	EIF4A3
G alpha q pathway	1/70	0.5412069716919653	0.5693497342199475	0	0	1.2984189723320159	0.7971688736388508	PLD3
MicroRNA regulation of DNA damage response	1/70	0.5412069716919653	0.5693497342199475	0	0	1.2984189723320159	0.7971688736388508	CDKN1A
NCAM signaling for neurite out-growth	1/70	0.5412069716919653	0.5693497342199475	0	0	1.2984189723320159	0.7971688736388508	MAP2K1
Nucleotide metabolism	1/70	0.5412069716919653	0.5693497342199475	0	0	1.2984189723320159	0.7971688736388508	IMPDH1
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	1/71	0.5462944273406777	0.5731732754944078	0	0	1.2798051948051947	0.7737666429090424	HSPA4
RIG-I-like receptor signaling pathway	1/71	0.5462944273406777	0.5731732754944078	0	0	1.2798051948051947	0.7737666429090424	TRAF6
Leishmaniasis	1/72	0.5513257214683566	0.5769177642420866	0	0	1.2617157490396926	0.7512627756329306	TRAF6
Myocyte adrenergic pathway	1/72	0.5513257214683566	0.5769177642420866	0	0	1.2617157490396926	0.7512627756329306	RAC1
